text;labels
Wniosek o wyra¿enie wotum nieufnoœci mo¿e byæ zg³oszony przez co najmniej 69 pos³ów;konstytucja
Przepis art. 158 ustawa 2 stosuje siê odpowiednio;konstytucja
Prezydent Rzeczypospolitej odwo³uje ministra, któremu Sejm wyrazi³ wotum nieufnoœci wiêkszoœci¹ g³osów ustawowej liczby pos³ów;konstytucja
Prezes Rady Ministrów mo¿e zwróciæ siê do Sejmu o wyra¿enie Radzie Ministrów wotum zaufania;konstytucja
Udzielenie wotum zaufania Radzie Ministrów nastêpuje wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
Prezydent Rzeczypospolitej, na wniosek Prezesa Rady Ministrów, dokonuje zmian w sk³adzie Rady Ministrów;konstytucja
Prezes Rady Ministrów sk³ada dymisjê Rady Ministrów na pierwszym posiedzeniu nowo wybranego Sejmu;konstytucja
Prezes Rady Ministrów sk³ada dymisjê Rady Ministrów równie¿ w razie:1) nieuchwalenia przez Sejm wotum zaufania dla Rady Ministrów,2) wyra¿enia Radzie Ministrów wotum nieufnoœci,3) rezygnacji Prezesa Rady Ministrów;konstytucja
Prezydent Rzeczypospolitej, przyjmuj¹c dymisjê Rady Ministrów, powierza jej dalsze sprawowanie obowi¹zków do czasu powo³ania nowej Rady Ministrów;konstytucja
Prezydent Rzeczypospolitej, w przypadku okreœlonym w ustawa 2 pkt 3, mo¿e odmówiæ przyjêcia dymisji Rady Ministrów;konstytucja
Samorz¹d terytorialny wykonuje zadania publiczne nie zastrze¿one przez Konstytucjê lub ustawy dla organów innych w³adz publicznych;konstytucja
Podstawow¹ jednostk¹ samorz¹du terytorialnego jest gmina;konstytucja
Inne jednostki samorz¹du regionalnego albo lokalnego i regionalnego okreœla ustawa;konstytucja
Gmina wykonuje wszystkie zadania samorz¹du terytorialnego nie zastrze¿one dla innych jednostek samorz¹du terytorialnego;konstytucja
Jednostki samorz¹du terytorialnego maj¹ osobowoœæ prawn¹;konstytucja
Przys³uguj¹ im prawo w³asnoœci i inne prawa maj¹tkowe;konstytucja
Samodzielnoœæ jednostek samorz¹du terytorialnego podlega ochronie s¹dowej;konstytucja
Zadania publiczne s³u¿¹ce zaspokajaniu potrzeb wspólnoty samorz¹dowej s¹ wykonywane przez jednostkê samorz¹du terytorialnego jako zadania w³asne;konstytucja
Je¿eli wynika to z uzasadnionych potrzeb pañstwa, ustawa mo¿e zleciæ jednostkom samorz¹du terytorialnego wykonywanie innych zadañ publicznych;konstytucja
Ustawa okreœla tryb przekazywania i sposób wykonywania zadañ zleconych;konstytucja
Spory kompetencyjne miêdzy organami samorz¹du terytorialnego i administracji rz¹dowej rozstrzygaj¹ s¹dy administracyjne;konstytucja
Jednostkom samorz¹du terytorialnego zapewnia siê udzia³ w dochodach publicznych odpowiednio do przypadaj¹cych im zadañ;konstytucja
Dochodami jednostek samorz¹du terytorialnego s¹ ich dochody w³asne oraz subwencje ogólne i dotacje celowe z bud¿etu pañstwa;konstytucja
ród³a dochodów jednostek samorz¹du terytorialnego s¹ okreœlone w ustawie;konstytucja
Zmiany w zakresie zadañ i kompetencji jednostek samorz¹du terytorialnego nastêpuj¹ wraz z odpowiednimi zmianami w podziale dochodów publicznych;konstytucja
Jednostki samorz¹du terytorialnego maj¹ prawo ustalania wysokoœci podatków i op³at lokalnych w zakresie okreœlonym w ustawie;konstytucja
Jednostki samorz¹du terytorialnego wykonuj¹ swoje zadania za poœrednictwem organów stanowi¹cych i wykonawczych;konstytucja
Wybory do organów stanowi¹cych s¹ powszechne, równe, bezpoœrednie i odbywaj¹ siê w g³osowaniu tajnym;konstytucja
Zasady i tryb zg³aszania kandydatów i przeprowadzania wyborów oraz warunki wa¿noœci wyborów okreœla ustawa;konstytucja
Zasady i tryb wyborów oraz odwo³ywania organów wykonawczych jednostek samorz¹du terytorialnego okreœla ustawa;konstytucja
Ustrój wewnêtrzny jednostek samorz¹du terytorialnego okreœlaj¹, w granicach ustaw, ich organy stanowi¹ce;konstytucja
Cz³onkowie wspólnoty samorz¹dowej mog¹ decydowaæ, w drodze referendum, o sprawach dotycz¹cych tej wspólnoty, w tym o odwo³aniu pochodz¹cego z wyborów bezpoœrednich organu samorz¹du terytorialnego;konstytucja
Zasady i tryb przeprowadzania referendum lokalnego okreœla ustawa;konstytucja
Dzia³alnoœæ samorz¹du terytorialnego podlega nadzorowi z punktu widzenia legalnoœci;konstytucja
Organami nadzoru nad dzia³alnoœci¹ jednostek samorz¹du terytorialnego s¹ Prezes Rady Ministrów i wojewodowie, a w zakresie spraw finansowych regionalne izby obrachunkowe;konstytucja
Sejm, na wniosek Prezesa Rady Ministrów, mo¿e rozwi¹zaæ organ stanowi¹cy samorz¹du terytorialnego, je¿eli organ ten ra¿¹co narusza Konstytucjê lub ustawy;konstytucja
Jednostki samorz¹du terytorialnego maj¹ prawo zrzeszania siê;konstytucja
Jednostka samorz¹du terytorialnego ma prawo przystêpowania do miêdzynarodowych zrzeszeñ spo³ecznoœci lokalnych i regionalnych oraz wspó³pracy ze spo³ecznoœciami lokalnymi i regionalnymi innych pañstw;konstytucja
Zasady, na jakich jednostki samorz¹du terytorialnego mog¹ korzystaæ z praw, o których mowa w ustawa 1 i 2, okreœla ustawa;konstytucja
S¹dy i Trybuna³y s¹ w³adz¹ odrêbn¹ i niezale¿n¹ od innych w³adz;konstytucja
S¹dy i Trybuna³y wydaj¹ wyroki w imieniu Rzeczypospolitej Polskiej;konstytucja
S¹dyArt;konstytucja
Wymiar sprawiedliwoœci w Rzeczypospolitej Polskiej sprawuj¹ S¹d Najwy¿szy, s¹dy powszechne, s¹dy administracyjne oraz s¹dy wojskowe;konstytucja
S¹d wyj¹tkowy lub tryb doraŸny mo¿e byæ ustanowiony tylko na czas wojny;konstytucja
Postêpowanie s¹dowe jest co najmniej dwuinstancyjne;konstytucja
Ustrój i w³aœciwoœæ s¹dów oraz postêpowanie przed s¹dami okreœlaj¹ ustawy;konstytucja
S¹dy powszechne sprawuj¹ wymiar sprawiedliwoœci we wszystkich sprawach, z wyj¹tkiem spraw ustawowo zastrze¿onych dla w³aœciwoœci innych s¹dów;konstytucja
Sêdziowie w sprawowaniu swojego urzêdu s¹ niezawiœli i podlegaj¹ tylko Konstytucji oraz ustawom;konstytucja
Sêdziom zapewnia siê warunki pracy i wynagrodzenie odpowiadaj¹ce godnoœci urzêdu oraz zakresowi ich obowi¹zków;konstytucja
Sêdzia nie mo¿e nale¿eæ do partii politycznej, zwi¹zku zawodowego ani prowadziæ dzia³alnoœci publicznej nie daj¹cej siê pogodziæ z zasadami niezale¿noœci s¹dów i niezawis³oœci sêdziów;konstytucja
Sêdziowie s¹ powo³ywani przez Prezydenta Rzeczypospolitej, na wniosek Krajowej Rady S¹downictwa, na czas nieoznaczony;konstytucja
Sêdziowie s¹ nieusuwalni;konstytucja
Z³o¿enie sêdziego z urzêdu, zawieszenie w urzêdowaniu, przeniesienie do innej siedziby lub na inne stanowisko wbrew jego woli mo¿e nast¹piæ jedynie na mocy orzeczenia s¹du i tylko w przypadkach okreœlonych w ustawie;konstytucja
Sêdzia mo¿e byæ przeniesiony w stan spoczynku na skutek uniemo¿liwiaj¹cych mu sprawowanie jego urzêdu choroby lub utraty si³;konstytucja
Tryb postêpowania oraz sposób odwo³ania siê do s¹du okreœla ustawa;konstytucja
Ustawa okreœla granicê wieku, po osi¹gniêciu której sêdziowie przechodz¹ w stan spoczynku;konstytucja
W razie zmiany ustroju s¹dów lub zmiany granic okrêgów s¹dowych wolno sêdziego przenosiæ do innego s¹du lub w stan spoczynku z pozostawieniem mu pe³nego uposa¿enia;konstytucja
Sêdzia nie mo¿e byæ, bez uprzedniej zgody s¹du okreœlonego w ustawie, poci¹gniêty do odpowiedzialnoœci karnej ani pozbawiony wolnoœci;konstytucja
Sêdzia nie mo¿e byæ zatrzymany lub aresztowany, z wyj¹tkiem ujêcia go na gor¹cym uczynku przestêpstwa, je¿eli jego zatrzymanie jest niezbêdne do zapewnienia prawid³owego toku postêpowania;konstytucja
O zatrzymaniu niezw³ocznie powiadamia siê prezesa w³aœciwego miejscowo s¹du, który mo¿e nakazaæ natychmiastowe zwolnienie zatrzymanego;konstytucja
Udzia³ obywateli w sprawowaniu wymiaru sprawiedliwoœci okreœla ustawa;konstytucja
S¹d Najwy¿szy sprawuje nadzór nad dzia³alnoœci¹ s¹dów powszechnych i wojskowych w zakresie orzekania;konstytucja
S¹d Najwy¿szy wykonuje tak¿e inne czynnoœci okreœlone w Konstytucji i ustawach;konstytucja
Pierwszego Prezesa S¹du Najwy¿szego powo³uje Prezydent Rzeczypospolitej na szeœcioletni¹ kadencjê spoœród kandydatów przedstawionych przez Zgromadzenie Ogólne Sêdziów S¹du Najwy¿szego;konstytucja
Naczelny S¹d Administracyjny oraz inne s¹dy administracyjne sprawuj¹, w zakresie okreœlonym w ustawie, kontrolê dzia³alnoœci administracji publicznej;konstytucja
Kontrola ta obejmuje równie¿ orzekanie o zgodnoœci z ustawami uchwa³ organów samorz¹du terytorialnego i aktów normatywnych terenowych organów administracji rz¹dowej;konstytucja
Prezesa Naczelnego S¹du Administracyjnego powo³uje Prezydent Rzeczypospolitej na szeœcioletni¹ kadencjê spoœród kandydatów przedstawionych przez Zgromadzenie Ogólne Sêdziów Naczelnego S¹du Administracyjnego;konstytucja
Krajowa Rada S¹downictwa stoi na stra¿y niezale¿noœci s¹dów i niezawis³oœci sêdziów;konstytucja
Krajowa Rada S¹downictwa mo¿e wyst¹piæ do Trybuna³u Konstytucyjnego z wnioskiem w sprawie zgodnoœci z Konstytucj¹ aktów normatywnych w zakresie, w jakim dotycz¹ one niezale¿noœci s¹dów i niezawis³oœci sêdziów;konstytucja
Krajowa Rada S¹downictwa sk³ada siê z:1) Pierwszego Prezesa S¹du Najwy¿szego, Ministra Sprawiedliwoœci, Prezesa Naczelnego S¹du Administracyjnego i osoby powo³anej przez Prezydenta Rzeczypospolitej,2) piêtnastu cz³onków wybranych spoœród sêdziów S¹du Najwy¿szego, s¹dów powszechnych, s¹dów administracyjnych i s¹dów wojskowych,3) czterech cz³onków wybranych przez Sejm spoœród pos³ów oraz dwóch cz³onków wybranych przez Senat spoœród senatorów;konstytucja
Krajowa Rada S¹downictwa wybiera spoœród swoich cz³onków przewodnicz¹cego i dwóch wiceprzewodnicz¹cych;konstytucja
Kadencja wybranych cz³onków Krajowej Rady S¹downictwa trwa cztery lata;konstytucja
Ustrój, zakres dzia³ania i tryb pracy Krajowej Rady S¹downictwa oraz sposób wyboru jej cz³onków okreœla ustawa;konstytucja
Trybuna³ KonstytucyjnyArt;konstytucja
Trybuna³ Konstytucyjny orzeka w sprawach:1) zgodnoœci ustaw i umów miêdzynarodowych z Konstytucj¹,2) zgodnoœci ustaw z ratyfikowanymi umowami miêdzynarodowymi, których ratyfikacja wymaga³a uprzedniej zgody wyra¿onej w ustawie,3) zgodnoœci przepisów prawa, wydawanych przez centralne organy pañstwowe, z Konstytucj¹, ratyfikowanymi umowami miêdzynarodowymi i ustawami,4) zgodnoœci z Konstytucj¹ celów lub dzia³alnoœci partii politycznych,5) skargi konstytucyjnej, o której mowa w art. 79 ustawa 1;konstytucja
Trybuna³ Konstytucyjny rozstrzyga spory kompetencyjne pomiêdzy centralnymi konstytucyjnymi organami pañstwa;konstytucja
Orzeczenia Trybuna³u Konstytucyjnego maj¹ moc powszechnie obowi¹zuj¹c¹ i s¹ ostateczne;konstytucja
Orzeczenia Trybuna³u Konstytucyjnego w sprawach wymienionych w art. 188 podlegaj¹ niezw³ocznemu og³oszeniu w organie urzêdowym, w którym akt normatywny by³ og³oszony;konstytucja
Je¿eli akt nie by³ og³oszony, orzeczenie og³asza siê w Dzienniku Urzêdowym Rzeczypospolitej Polskiej „Monitor Polski”;konstytucja
Orzeczenie Trybuna³u Konstytucyjnego wchodzi w ¿ycie z dniem og³oszenia, jednak Trybuna³ Konstytucyjny mo¿e okreœliæ inny termin utraty mocy obowi¹zuj¹cej aktu normatywnego;konstytucja
Termin ten nie mo¿e przekroczyæ osiemnastu miesiêcy, gdy chodzi o ustawê, a gdy chodzi o inny akt normatywny - dwunastu miesiêcy;konstytucja
W przypadku orzeczeñ, które wi¹¿¹ siê z nak³adami finansowymi nie przewidzianymi w ustawie bud¿etowej, Trybuna³ Konstytucyjny okreœla termin utraty mocy obowi¹zuj¹cej aktu normatywnego po zapoznaniu siê z opini¹ Rady Ministrów;konstytucja
Orzeczenie Trybuna³u Konstytucyjnego o niezgodnoœci z Konstytucj¹, umow¹ miêdzynarodow¹ lub z ustaw¹ aktu normatywnego, na podstawie którego zosta³o wydane prawomocne orzeczenie s¹dowe, ostateczna decyzja administracyjna lub rozstrzygniêcie w innych sprawach, stanowi podstawê do wznowienia postêpowania, uchylenia decyzji lub innego rozstrzygniêcia na zasadach i w trybie okreœlonych w przepisach w³aœciwych dla danego postêpowania;konstytucja
Orzeczenia Trybuna³u Konstytucyjnego zapadaj¹ wiêkszoœci¹ g³osów;konstytucja
Z wnioskiem w sprawach, o których mowa w art. 188, do Trybuna³u Konstytucyjnego wyst¹piæ mog¹:1) Prezydent Rzeczypospolitej, Marsza³ek Sejmu, Marsza³ek Senatu, Prezes Rady Ministrów, 50 pos³ów, 30 senatorów, Pierwszy Prezes S¹du Najwy¿szego, Prezes Naczelnego S¹du Administracyjnego, Prokurator Generalny, Prezes Najwy¿szej Izby Kontroli, Rzecznik Praw Obywatelskich,2) Krajowa Rada S¹downictwa w zakresie, o którym mowa w art. 186 ustawa 2,3) organy stanowi¹ce jednostek samorz¹du terytorialnego,4) ogólnokrajowe organy zwi¹zków zawodowych oraz ogólnokrajowe w³adze organizacji pracodawców i organizacji zawodowych,5) koœcio³y i inne zwi¹zki wyznaniowe,6) podmioty okreœlone w art. 79 w zakresie w nim wskazanym;konstytucja
Podmioty, o których mowa w ustawa 1 pkt 3-5, mog¹ wyst¹piæ z takim wnioskiem, je¿eli akt normatywny dotyczy spraw objêtych ich zakresem dzia³ania;konstytucja
Z wnioskiem w sprawach, o których mowa w art. 189, do Trybuna³u Konstytucyjnego wyst¹piæ mog¹: Prezydent Rzeczypospolitej, Marsza³ek Sejmu, Marsza³ek Senatu, Prezes Rady Ministrów, Pierwszy Prezes S¹du Najwy¿szego, Prezes Naczelnego S¹du Administracyjnego i Prezes Najwy¿szej Izby Kontroli;konstytucja
Ka¿dy s¹d mo¿e przedstawiæ Trybuna³owi Konstytucyjnemu pytanie prawne co do zgodnoœci aktu normatywnego z Konstytucj¹, ratyfikowanymi umowami miêdzynarodowymi lub ustaw¹, je¿eli od odpowiedzi na pytanie prawne zale¿y rozstrzygniêcie sprawy tocz¹cej siê przed s¹dem;konstytucja
Trybuna³ Konstytucyjny sk³ada siê z 15 sêdziów, wybieranych indywidualnie przez Sejm na 9 lat spoœród osób wyró¿niaj¹cych siê wiedz¹ prawnicz¹;konstytucja
Ponowny wybór do sk³adu Trybuna³u jest niedopuszczalny;konstytucja
Prezesa i Wiceprezesa Trybuna³u Konstytucyjnego powo³uje Prezydent Rzeczypospolitej spoœród kandydatów przedstawionych przez Zgromadzenie Ogólne Sêdziów Trybuna³u Konstytucyjnego;konstytucja
Sêdziowie Trybuna³u Konstytucyjnego w sprawowaniu swojego urzêdu s¹ niezawiœli i podlegaj¹ tylko Konstytucji;konstytucja
Sêdziom Trybuna³u Konstytucyjnego zapewnia siê warunki pracy i wynagrodzenie odpowiadaj¹ce godnoœci urzêdu oraz zakresowi ich obowi¹zków;konstytucja
Sêdziowie Trybuna³u Konstytucyjnego w okresie zajmowania stanowiska nie mog¹ nale¿eæ do partii politycznej, zwi¹zku zawodowego ani prowadziæ dzia³alnoœci publicznej nie daj¹cej siê pogodziæ z zasadami niezale¿noœci s¹dów i niezawis³oœci sêdziów;konstytucja
Sêdzia Trybuna³u Konstytucyjnego nie mo¿e byæ, bez uprzedniej zgody Trybuna³u Konstytucyjnego, poci¹gniêty do odpowiedzialnoœci karnej ani pozbawiony wolnoœci;konstytucja
Sêdzia nie mo¿e byæ zatrzymany lub aresztowany, z wyj¹tkiem ujêcia go na gor¹cym uczynku przestêpstwa, je¿eli jego zatrzymanie jest niezbêdne do zapewnienia prawid³owego toku postêpowania;konstytucja
O zatrzymaniu niezw³ocznie powiadamia siê Prezesa Trybuna³u Konstytucyjnego, który mo¿e nakazaæ natychmiastowe zwolnienie zatrzymanego;konstytucja
Organizacjê Trybuna³u Konstytucyjnego oraz tryb postêpowania przed Trybuna³em okreœla ustawa;konstytucja
Trybuna³ StanuArt;konstytucja
Za naruszenie Konstytucji lub ustawy, w zwi¹zku z zajmowanym stanowiskiem lub w zakresie swojego urzêdowania, odpowiedzialnoœæ konstytucyjn¹ przed Trybuna³em Stanu ponosz¹: Prezydent Rzeczypospolitej, Prezes Rady Ministrów oraz cz³onkowie Rady Ministrów, Prezes Narodowego Banku Polskiego, Prezes Najwy¿szej Izby Kontroli, cz³onkowie Krajowej Rady Radiofonii i Telewizji, osoby, którym Prezes Rady Ministrów powierzy³ kierowanie ministerstwem, oraz Naczelny Dowódca Si³ Zbrojnych;konstytucja
Odpowiedzialnoœæ konstytucyjn¹ przed Trybuna³em Stanu ponosz¹ równie¿ pos³owie i senatorowie w zakresie okreœlonym w art. 107;konstytucja
Rodzaje kar orzekanych przez Trybuna³ Stanu okreœla ustawa;konstytucja
Trybuna³ Stanu sk³ada siê z przewodnicz¹cego, 2 zastêpców przewodnicz¹cego i 16 cz³onków wybieranych przez Sejm spoza grona pos³ów i senatorów na czas kadencji Sejmu;konstytucja
Zastêpcy przewodnicz¹cego Trybuna³u oraz co najmniej po³owa cz³onków Trybuna³u Stanu powinni mieæ kwalifikacje wymagane do zajmowania stanowiska sêdziego;konstytucja
Przewodnicz¹cym Trybuna³u Stanu jest Pierwszy Prezes S¹du Najwy¿szego;konstytucja
Cz³onkowie Trybuna³u Stanu w sprawowaniu funkcji sêdziego Trybuna³u Stanu s¹ niezawiœli i podlegaj¹ tylko Konstytucji oraz ustawom;konstytucja
Cz³onek Trybuna³u Stanu nie mo¿e byæ bez uprzedniej zgody Trybuna³u Stanu poci¹gniêty do odpowiedzialnoœci karnej ani pozbawiony wolnoœci;konstytucja
Cz³onek Trybuna³u Stanu nie mo¿e byæ zatrzymany lub aresztowany, z wyj¹tkiem ujêcia go na gor¹cym uczynku przestêpstwa, je¿eli jego zatrzymanie jest niezbêdne do zapewnienia prawid³owego toku postêpowania;konstytucja
O zatrzymaniu niezw³ocznie powiadamia siê przewodnicz¹cego Trybuna³u Stanu, który mo¿e nakazaæ natychmiastowe zwolnienie zatrzymanego;konstytucja
Organizacjê Trybuna³u Stanu oraz tryb postêpowania przed Trybuna³em okreœla ustawa;konstytucja
Najwy¿sza Izba Kontroli jest naczelnym organem kontroli pañstwowej;konstytucja
Najwy¿sza Izba Kontroli podlega Sejmowi;konstytucja
Najwy¿sza Izba Kontroli dzia³a na zasadach kolegialnoœci;konstytucja
Najwy¿sza Izba Kontroli kontroluje dzia³alnoœæ organów administracji rz¹dowej, Narodowego Banku Polskiego, pañstwowych osób prawnych i innych pañstwowych jednostek organizacyjnych z punktu widzenia legalnoœci, gospodarnoœci, celowoœci i rzetelnoœci;konstytucja
Najwy¿sza Izba Kontroli mo¿e kontrolowaæ dzia³alnoœæ organów samorz¹du terytorialnego, komunalnych osób prawnych i innych komunalnych jednostek organizacyjnych z punktu widzenia legalnoœci, gospodarnoœci i rzetelnoœci;konstytucja
Najwy¿sza Izba Kontroli mo¿e równie¿ kontrolowaæ z punktu widzenia legalnoœci i gospodarnoœci dzia³alnoœæ innych jednostek organizacyjnych i podmiotów gospodarczych w zakresie, w jakim wykorzystuj¹ one maj¹tek lub œrodki pañstwowe lub komunalne oraz wywi¹zuj¹ siê z zobowi¹zañ finansowych na rzecz pañstwa;konstytucja
Najwy¿sza Izba Kontroli przedk³ada Sejmowi:1) analizê wykonania bud¿etu pañstwa i za³o¿eñ polityki pieniê¿nej,2) opiniê w przedmiocie absolutorium dla Rady Ministrów,3) informacje o wynikach kontroli, wnioski i wyst¹pienia, okreœlone w ustawie;konstytucja
Najwy¿sza Izba Kontroli przedstawia Sejmowi coroczne sprawozdanie ze swojej dzia³alnoœci;konstytucja
Prezes Najwy¿szej Izby Kontroli jest powo³ywany przez Sejm za zgod¹ Senatu na 6 lat i mo¿e byæ ponownie powo³any tylko raz;konstytucja
Prezes Najwy¿szej Izby Kontroli nie mo¿e zajmowaæ innego stanowiska, z wyj¹tkiem stanowiska profesora szko³y wy¿szej, ani wykonywaæ innych zajêæ zawodowych;konstytucja
Prezes Najwy¿szej Izby Kontroli nie mo¿e nale¿eæ do partii politycznej, zwi¹zku zawodowego ani prowadziæ dzia³alnoœci publicznej nie daj¹cej siê pogodziæ z godnoœci¹ jego urzêdu;konstytucja
Prezes Najwy¿szej Izby Kontroli nie mo¿e byæ bez uprzedniej zgody Sejmu poci¹gniêty do odpowiedzialnoœci karnej ani pozbawiony wolnoœci;konstytucja
